"names","values"
"event","I have a 1/2 an hour, so I will try to get as much out as possible and it will also explain why I have disappeared lately.

I'm going to attempt to go chronological, but anyone that knows me will realize how difficult that may become.

In December my dad had a stroke. He's doing ok, he has some minor nerve damage and he hasn't been aloud to go back to work yet, but he can walk and talk and the only change he has noticed is that he now gets car sick, when he never did before. They are having some trouble figuring out the medication because of the bleeding problems he has had because he is diabetic. The blood vessels behind his eyes have burst before and if they put him on too strong of a blood thinner to keep him from having another stroke then he could go blind. 

He has had an almost stroke sense then, I can't remember the initials they gave it, but basically it meant that he had a blood clot in his head, but it broke down before causing any damage. 

Now he's waiting to see if he can get on disability at least temporarily because his jobs plan is for people that are ill to use their vacation and sick time and he has run out.

Also in December one of my clients committed suicide. Actually he wasn't really my client anymore, he had been switched to a new girl a few weeks before, but I was the one he had worked closest with for the last 6 months. I was the last one to talk to him, and I knew something was wrong and took him to Emergency Services, but he contracted for safety so there was nothing that they could do. I was cleared in the investigation done by the Dept. of Mental Health, and I know I did everything I possibly could for him, but it still feels like maybe if I hadn't switched him to a new worker or maybe if I had said something different when he spoke with me... I know these feelings are normal and I really don't feel guilty or like I did anything wrong, but I still think about it. What surprised me is that my company didn't offer any counseling or anything to me or his currant worker. I thought it would kind of be policy to have me talk to someone when there was a death, but I wasn't even given a day off.

In January a dear friend of the family passed away. 

A couple of weeks ago Steve had to be rushed to the hospital. He's home now, thank God, but it was really scary. He couldn't breathe and when they hooked him up to the machines his heart rate was at 145 at one point and averaging 125-130 for over an hour. His blood pressure was high and his O2 saturation was low. If he hadn't gone to the ER he could have suffocated. He had asthmatic bronchitis and pneumonia. He's still on an inhaler and we have to go get another x-ray done and have a breathing test done to see if he has developed asthma, but he's doing a lot better then he was a week ago.

Work is getting me very stressed out, probably because of everything else going on in my life I am ill equipped to deal with it. Out of the 8 case managers I work with, 5 are on some sort of anti-anxiety or depression medication, 4 of them started taking medication after getting the job at North Central. My physical is later this month and the last time I went to my doctor she wanted to put me on something too. That can't be right, something is fucked up in that senerio. 

School is going well, but 3 of the classes I am taking are level 3000 which means lots of research and writing. Which is ok and I enjoy, but is also very time consuming. I am trying to go to school Monday, Wednesday, and Friday, and to work 10 hours on Tuesday, Thursday, and Saturday, and 8 on Wednesday. Making up the 2 hours I am missing by either doing an 11 hour shift or two or using my vacation time. That leaves Sunday for getting everything else done. I'm exhausted.

I also have 2 friends who are going through a really hard time and I am trying to help them through it. I feel like I am not being as good a friend as I could be though because my mind is in so many places right now.

Well, I gotta get to work."
"eventtime","2007-02-13 08:37:00"
"current_moodid","40"
"url","http://silverfangcat.livejournal.com/33840.html"
"userid","13908"
"itemid","131"
"event","<table width=350 align=center border=0 cellspacing=0 cellpadding=2><tr><td bgcolor=""#EEE9E9"" align=center><font face=""Georgia, Times New Roman, Times, serif"" style='color:black; font-size: 14pt;'><b>Your Love Style is Agape</b></font></td></tr><tr><td bgcolor=""#FFFAFA""><center><img src=""http://images.blogthings.com/whatsyourlovestylequiz/agape.jpg"" height=""100"" width=""100""></center><font color=""#000000"">
You are a caring, kind, and selfless partner.
Unsurprisingly, your love style is the most rare.
You are willing to sacrfice your world for your sweetie.
Except it doesn't really feel like sacrifice to you.
For you, nothing feels better than giving to the one you love.</font></td></tr></table><div align=""center""><a href=""http://www.blogthings.com/whatsyourlovestylequiz/"">What's Your Love Style?</a></div>"
"eventtime","2006-12-31 18:56:00"
"url","http://silverfangcat.livejournal.com/33716.html"
"userid","13908"
"itemid","130"
"event","Student Information Current Program 
Bachelor of Arts 
Level: Undergraduate 
Program: Psychology 
Admit Term: Fall 1991 
Catalog Term: Fall 2006 
College: Fitchburg State College 
Campus: Fitchburg State UG Day 
Major and Department: Psychology, Behavioral Science 
Academic Standing:    

      

Undergraduate Course work CRN Subject Course: 10093 AAST 1000 01 
Section Course Title: Intro to African Amer Studies 
Campus: Fitchburg State UG Day 
Final Grade: 4.0 
   
Undergraduate Course work CRN Subject Course: 11141 ART 1100 03 
Section Course Title: Art Appreciation 
Campus: Fitchburg State UG Day 
Final Grade: 4.0 
   
Undergraduate Course work CRN Subject Course: 11105 ENGL 3510 02 
Section Course Title: Fiction Writing 
Campus: Fitchburg State UG Day 
Final Grade: 4.0 
   
Undergraduate Course work CRN Subject Course: 10208 HIST 1000 01 
Section Course Title: World Civilizations I 
Campus: Fitchburg State UG Day 
Final Grade: 4.0"
"eventtime","2006-12-29 18:39:00"
"current_moodid","98"
"url","http://silverfangcat.livejournal.com/33294.html"
"userid","13908"
"itemid","129"
"event","I decided to make a quiz on quizzilla, but I keep getting distracted by taking other peoples. So, here's a few I thought were neat. :)

<table width=""275"" cellpadding=""3"" cellspacing=""0"" border=""0""><tr><td bgcolor=""#81ACC9"">
<strong><font size=""3"">What type of fantasy creature are you? beautiful pics!</font></strong>
</td></tr><tr><td bgcolor=""#D8E9ED""><font size=""2"">
<br />

<center><img src=""http://images.quizilla.com/F/FL/FLO/flower303/1167215346_resmoonuni.jpg""><br/>You are a unicorn!  You feel quite ordinary, but there is one thing about you that others love and that one thing makes you, you.  You like being with others of your kind, but hide from things that are new or strange to you.  You are very peaceful and calm and often lose track of time.  You daydream a lot.  You like a lot of cheerful colors.<br/>Take this <a target=""quizilla"" style=""color:rgb(128,0,128)"" href=""http://quizilla.com/redirect.php?statsid=17&url=http://www.quizilla.com/users/flower303/quizzes/What+type+of+fantasy+creature+are+you%3F+beautiful+pics%21"">quiz</a>!<br/>

<br/><a href=""http://www.quizilla.com/redirect.php?statsid=18&url=http://www.quizilla.com/"" target=""quizilla"">
<img border=""0"" src=""http://www.quizilla.com/images/codepastes/30qzlogo.gif"" style=""padding:2px;"" /></a>

<span style=""font-family:Arial;font-size:2;"">

<a style=""color:rgb(128,0,128);"" target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=18&url=http://www.quizilla.com"">Quizilla</a> | 
<a style=""color:rgb(128,0,128);""  target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=21&url=http://www.quizilla.com/register"">Join</a> 

| <a style=""color:rgb(128,0,128);"" target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=20&url=http://www.quizilla.com/makeaquiz.php"">Make A Quiz</a> | <a target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=42&url=http://www.quizilla.com/users/flower303/quizzes/"">More Quizzes</a> | <a style=""color:rgb(128,0,128);"" target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=19&url=http://www.quizilla.com/codepastes/?quizid=3813759"">Grab Code</a></span>
</font></td></tr></table>


<div style=""width:300px;_height:250px; min-height:250px; background-color:rgb(216,233,237); text-align:center;"">
	<div style=""background:rgb(129,172,201); height:4px;"">
		<img src=""http://www.quizilla.com/images/blue_drk_corner1.gif"" style=""float: left"" height=""4"" hspace=""0"" />
		<img src=""http://www.quizilla.com/images/blue_drk_corner2.gif"" style=""float: right"" height=""4"" hspace=""0"" />
	</div>
	<div style=""background:rgb(129,172,201); padding: 0pt 0pt 5px;"">
		<span style=""font-size:12px; color:rgb(255,255,255); padding:3px; font-family:Arial;""><strong>What Do The HP Peoples Think About You? ( Girls Only )</strong></span>
	</div>
	<div style=""padding:5px; text-align:left; font-size:12px; font-family:Arial; background-color:rgb(216,233,237);"">

House : Slytherin - Ooo!Overall Rep. : Almost perfect...Alomst....(Me: IT'S JESUS!!)Your Dude : Draco.Harry : Oh, she's really cool for a Slytherin. I'm supposed to hate her, but...I don't. She's one of my good friends.Ron : We're good friends, nothing more or less.Hermione : She's one of my best friends, she's really nice. WE'RE STUDY BUDDIES!Draco : She's mine. No touch.You touch, you die.*calls upon major connections*Pansy : She's like a sister to me! ( You : Get...away from me... )Goyle : * Reads note handed to him by Malfoy * She's....a...really....good...friend..of...mine...We...hang..out...a..lot....Crabbe : We're not supossed to talk about her....HEY! LOOK! MUFFIN! * Eats muffin *Neville : She's nice, and isn't mean like the other Slytherins.Luna : She's fun to talk to and is a little odd.Twins : She helps us with our pranks all the time. But she always freaks out whenever we prank Harry and Draco.McLagen :  *Touch* Heh-heh...I like you.... Draco : YOU'RE DEAD! *Kills*Oliver : Ew...Not my type. (Me: Then you're a loser!)Ginny : She's kinda like a big sister to me. She likes to give me advice when I need it.ADULTS!Dumbledore : A promising student indeed.McGonagall : She's a smart one. A little hyper, but a good child.Snape : She's my other favorite student. She and Malfoy work together and excell in my class.(*touch* Malfoy: RAAAWR!!)Voldemort : Wait....Is she good or evil? (Me : We don't know...)Sirius : She's a sweet girl. I don't think she's chosen a side though. She's neutral.Lupin : She's an odd one, but good natured.Lucius : *Gives Malfoy a pretty ring for her and a high-five*Wormtail : She told The Dark Lord to make sure I never smile again! It worked! *Sob* For such a kind kid - she's terrible!<br/>Take this <a target=""quizilla"" style=""color:rgb(0,0,0)"" href=""http://quizilla.com/redirect.php?statsid=17&url=http://www.quizilla.com/users/ixpokexyou/quizzes/What+Do+The+HP+Peoples+Think+About+You%3F+%28+Girls+Only+%29"">quiz</a>!<br/>

<br/><a href=""http://www.quizilla.com/redirect.php?statsid=18&url=http://www.quizilla.com/"" target=""quizilla"">
<img border=""0"" src=""http://www.quizilla.com/images/codepastes/30qzlogo.gif"" style=""padding:2px;"" /></a>

<span style=""font-family:Arial;font-size:12;"">

<a style=""color:rgb(0,0,0);"" target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=18&url=http://www.quizilla.com"">Quizilla</a> | 
<a style=""color:rgb(0,0,0);""  target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=21&url=http://www.quizilla.com/register"">Join</a> 

| <a style=""color:rgb(0,0,0);"" target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=20&url=http://www.quizilla.com/makeaquiz.php"">Make A Quiz</a> | <a target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=42&url=http://www.quizilla.com/users/ixpokexyou/quizzes/"">More Quizzes</a> | <a style=""color:rgb(0,0,0);"" target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=19&url=http://www.quizilla.com/codepastes/?quizid=3813577"">Grab Code</a></span>
</div></div>"
"eventtime","2006-12-29 01:10:00"
"url","http://silverfangcat.livejournal.com/33187.html"
"userid","13908"
"itemid","128"
"event","Finals are over, and I think I did ok. I won't know for sure until after the holidays when grades are posted. 

Now I have to get ready for the next round of classes. I'm taking Basic Math 2 (so that I can get Statistics, Psychological Testing, and Research Methods 1 & 2), Social Stratification, Socio-Emotional Personality Development, and Developmental Psychopathology.

I'm not sure how work is going to handle my new schedule, which is why I took most of this week off, if they let me go I wanted to get all of my PTO (paid time off) used up so that I wouldn't lose it. They've fired people for less than saying that they needed to rearrange their schedule and they already fired the person who hired me and told me that they would be flexible and work around what ever classes I took as long as I was physically there 40 hours a week. If it comes down to it, my education has to come first. I have worked way too hard to let anything stop me now. Besides, they do not pay me enough to pay back my student loans. 

On a work/health/damn my insurance company straight to hell note...

I work in a basement, a damp, moldy, no windows basement. Myself and a few other of the girls I work with have environmental allergies. Mine have never bothered me all that much before, in the past I could just take a CVS brand allergy pill when the pollen count was really high and be fine, but being around an allergent 8 hours a day tends to be painful. Since I started working there I have had 3 sinus infections, black bags under my eyes, and headaches. After trying a few different medications my doctor finally prescribed two medications that made it so that I could go to work and still be able to breath at the end of my shift even if I was in the office all day. A pill and a nasal spray. With my insurance, the nasal spray is 10.00 a month, which is the lowest possible. When I ran out of free samples of the pill and went to the CVS to get my script it was 50.00 a month! I really can't afford that much every month. So I called my doctor and asked if I could get 3 months at a time that way I would only have a 50.00 bill every 3 months and they suggested I call my insurance company first because some of them bill by the month and the the script so I could end up with a 150.00 dollar bill. Called Fallon, may they rot in a pit of fire, and I was told that they do charge by the month. So I asked if there was an alternative medication, a generic of some kind that would be cheaper, and the lady informed me that no, all allergy medications were tier 3 and all tier 3 medications were 50 bucks a month no matter what. So I inquired about mail order or any programs they may have to help lessen the expense and was told no, they do not have any programs to make tier 3 medications less expensive only tier 1 (which cost 10.00) and tier 2 (which cost 25.00). I asked if there was anything that I may not be aware of that could help me and was very firmly told no that I would have to pay the 50.00. 

Glad to see that the cheaper the medication the more help they will give you to receive it. 

I called my pharmacist who told me that the medication I was taking does not have a generic yet and that the only thing close was an OTC medication that is not as strong.

I wonder what will happen if I ask work to pay for it since it is only needed for my work environment. I kinda like having a paycheck though.

And what's up with the Politically Incorrect Police? Santa is no longer PC. The people in my office are doing a Secret Snowman gift giving because Santa might offend someone who isn't Christian. Now, I could understand if they were doing a Secret Baby Jesus or Gift of the Cross thingamabob, but Santa? Sure, Santa was Saint Nick, but give me one icon or symbol that does not have some sort of hidden or down right blatant religious undertone. Wasn't a snowman a druidic symbol somewhere back in time? What's next? 

I have my Werewolf game tonight. Way back about 15 years ago (damn I'm old) I played a character who made a few tiny mistakes and accidentally fell to the Wyrm and turned a wee bit evil. Our current group is now going to have to face her. Steve wants me to play her to really freak out the rest of the game. It should be interesting. Or an abysmal failure. I'm going to shoot for interesting though. :)"
"eventtime","2006-12-22 13:04:00"
"current_moodid","126"
"url","http://silverfangcat.livejournal.com/32992.html"
"userid","13908"
"itemid","127"
"event","I stole this from Iain, who stole it from one of his friends, so I'm trying not to feel too badly about it. :P I hope my names are cooler sounding. :)

1. SPY NAME: (middle name and current street name)
Marcy State.

2. MOVIE STAR NAME: (grandfather/grandmother on your dad's side, your favorite candy) 
Lura Mounds...I think I'm a porn star....

3. RAP NAME: (first initial of first name, first three or four letters of your last name)
M-Bar...sound hot :)...

4. GAMER TAG: (a favorite color, a favorite animal)
Scarlet Elephant...really just red, but scarlet sounds more exotic...

5. SOAP OPERA NAME: (middle name, city where you were born)
Marcy Fitchburg

6. STAR WARS NAME: (first 3 letters of your last name, last 3 letters of best friend's name, first 3 letters of your pet's name) 
Barisasil

7. JEDI NAME: (middle name spelled backwards, your best friend's last name spelled backwards)
Ycram Drauorig...Ycram?...

8. PORN STAR NAME: (first pet's name, the street you grew up on)
Jenny Richardson

9. DRAG QUEEN NAME: (first pet's name, best friend's last name)
Jenny Girouard

10. SUPERHERO NAME: (""The"", your favorite color, the automobile your mom drives)
The Scarlet Outback

11. ACTION HERO NAME: (first name of a main character in the last movie you watched, last food you ate)
Xander Hotpocket"
"eventtime","2006-12-21 10:47:00"
"url","http://silverfangcat.livejournal.com/32669.html"
"userid","13908"
"itemid","126"
