"names","values"
"event","<center><lj-cut text=""My LiveJournal Friends"">
<h2>My LiveJournal Friends</h2>

<a href=""http://askavi.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/22037887/355241""></a><a href=""http://chenjiaping.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/59328457/10379103""></a><a href=""http://de-tensai.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/2526130/683452""></a><a href=""http://fataliste.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/58403606/477195""></a><a href=""http://kailuwowie.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/30711313/1478630""></a>
<a href=""http://keaxy.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/53590467/979580""></a><a href=""http://keight-michelle.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/67113148/11377384""></a><a href=""http://kleptoneko.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/66954211/927199""></a><a href=""http://mitsuiselphie.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/59264207/5351665""></a><a href=""http://miyuki-mina.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/64884653/1187253""></a>
<a href=""http://nikihiiragizawa.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/65252282/5864419""></a><a href=""http://pastles.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/67128812/648151""></a><a href=""http://ralisakuragi.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/11849565/743864""></a><a href=""http://ran-mouri.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/31698696/2310991""></a><a href=""http://richestgrave.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/58975293/11597820""></a>
<a href=""http://shirochan.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/52548243/305660""></a><a href=""http://uchihakaede.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/59019681/7411576""></a><lj user=""unbare""><a href=""http://yen420.livejournal.com/profile"" target=""_blank""><img scr=""http://userpic.livejournal.com/51363949/1076286""></a><a href=""http://yolande.livejournal.com/profile"" target=""_blank""><img src=""http://userpic.livejournal.com/28045762/314684""></a>
</lj-cut></center>"
"eventtime","2007-10-18 09:46:00"
"current_moodid","5"
"url","http://melai-natar.livejournal.com/50498.html"
"userid","9849"
"itemid","196"
"event","WW9pbmtlZCBmcm9tIDxsaiB1c2VyPSJrZWlnaHQtbWljaGVsbGUiPi4NCg0KUnVsZXM6DQotQm9sZCBhbGwgb2YgdGhlIGZvbGxvd2luZyBUVi1zaG93cyBvZiB3aGljaCB5b3UndmUgc2VlbiAzIG9yIG1vcmUgZXBpc29kZXMuDQotSXRhbGljaXplIGEgc2hvdyBpZiB5b3UncmUgcG9zaXRpdmUgeW91J3ZlIHNlZW4gZXZlcnkgZXBpc29kZS4NCi1Bc3RlcmlzayBpZiB5b3UgaGF2ZSBhdCBsZWFzdCBvbmUgZnVsbCBzZWFzb24gb24gdGFwZSBvciBEVkQuDQotSWYgeW91IHdhbnQsIGFkZCB1cCB0byAzIGFkZGl0aW9uYWwgc2hvd3MgKGtlZXAgdGhlIGxpc3QgaW4gYWxwaGFiZXRpY2FsIG9yZGVyKS4NCg0KPGxqLWN1dCB0ZXh0PSJUViBtZW1lIHN0YXJ0cyBoZXJlLi4uIj4NCkFkdmVudHVyZSBJc2xhbmQNCjxiPkFtZXJpY2FuIElkb2w8L2I+DQpBbWVyaWNh4oCZcyBOZXh0IFRvcCBNb2RlbA0KQW5nZWwNCjxiPkFyZSBZb3UgQWZyYWlkIG9mIHRoZSBEYXJrPzwvYj4NCkFyZSBZb3UgQmVpbmcgU2VydmVkPw0KPGI+QXJyZXN0ZWQgRGV2ZWxvcG1lbnQ8L2I+DQpCYWJ5bG9uIDUNCkJhYnlsb24gNTogQ3J1c2FkZQ0KQmF0dGxlc3RhciBHYWxhY3RpY2EgKHRoZSBvbGQgb25lKQ0KQmF0dGxlc3RhciBHYWxhY3RpY2EgKHRoZSBuZXcgb25lKQ0KPGI+QmF5d2F0Y2g8L2I+DQo8Yj5CZWF2aXMgJiBCdXR0aGVhZDwvYj4NCjxiPkJlYXV0eSBhbmQgdGhlIEJlYXN0PC9iPg0KPGI+QmV2ZXJseSBIaWxscyA5MDIxMDwvYj4NCjxiPkJld2l0Y2hlZDwvYj4NCkJsYWNrYWRkZXINCkJsYWtlJ3MgNw0KQm9uYW56YQ0KPGI+Qm9uZXM8L2I+DQpCb3NvbSBCdWRkaWVzDQo8aT5Cb3N0b24gTGVnYWw8L2k+DQo8Yj5Cb3N0b24gUHVibGljPC9iPg0KQm95IE1lZXRzIFdvcmxkDQpCdWNrIFJvZ2VycyBpbiB0aGUgMjV0aCBDZW50dXJ5DQo8Yj5CdWZmeSB0aGUgVmFtcGlyZSBTbGF5ZXI8L2I+DQpCdWcgSnVpY2UNCkNhaXRsaW7igJlzIFdheQ0KPGI+Q2FyZWJlYXJzPC9iPioNCkNhdHdlYXpsZQ0KQ2hhcHBlbGxl4oCZcyBTaG93DQo8Yj5DaGFybGll4oCZcyBBbmdlbHM8L2I+DQo8Yj5DaGFybWVkPC9iPg0KPGk+Q2hlZXJzPC9pPg0KPGk+Q2xhcmlzc2EgRXhwbGFpbnMgSXQgQWxsPC9pPg0KPGI+Q29sZCBDYXNlPC9iPg0KPGI+Q29sdW1ibzwvYj4NCkNvbW1hbmRlciBpbiBDaGllZg0KQ291cGxpbmcNCkNvd2JveSBCZWJvcA0KPGI+Q3Jvc3NpbmcgSm9yZGFuPC9iPg0KPGI+Q1NJPC9iPg0KQ1NJOiBNaWFtaQ0KQ1NJOiBOWQ0KQ3VyYiBZb3VyIEVudGh1c2lhc20NCkRhbGxhcw0KRGFuY2luZyB3aXRoIHRoZSBTdGFycw0KRGFuY2luZyB3aXRoIHRoZSBTdGFycyAoTm9yd2F5KQ0KRGFubnkgUGhhbnRvbQ0KPGI+RGFyayBBbmdlbDwvYj4NCkRhcmsgU2tpZXMNCkRhdmluY2nigJlzIElucXVlc3QNCjxpPkRhd3NvbuKAmXMgQ3JlZWs8L2k+DQo8aT5EZWFkIExpa2UgTWU8L2k+DQpEZWFkd29vZA0KPGk+RGVncmFzc2k8L2k+DQpEZWdyYXNzaTogVGhlIE5leHQgR2VuZXJhdGlvbg0KPGk+RGVzaWduaW5nIFdvbWVuPC9pPg0KPGk+RGVzcGVyYXRlIEhvdXNld2l2ZXM8L2k+DQo8Yj5EaGFybWEgJiBHcmVnPC9iPg0KPGI+RGlub3NhdXJzPC9iPg0KPGI+RGlmZmVyZW50IFN0cm9rZXM8L2I+DQpEaXJ0eSBKb2JzDQpEb2N0b3IgV2hvICgxOTYzIC0gMTk4NikNCkRvY3RvciBXaG8gKDIwMDUpDQpEb2N0b3IgV2hvICgyMDA2KQ0KRHJhZ25ldA0KRHVlIFNvdXRoDQo8Yj5FYXJseSBFZGl0aW9uPC9iPg0KRWFydGggMg0KRW1lcmdlbmN5IQ0KRW50b3VyYWdlDQo8Yj5FUjwvYj4NCkV2ZXJ3b29kDQo8Yj5FdmVyeWJvZHkgTG92ZXMgUmF5bW9uZDwvYj4NCkV4dHJlbWUgTWFrZW92ZXI6IEhvbWUgRWRpdGlvbg0KPGk+RmFjdHMgb2YgTGlmZTwvaT4NCjxiPkZhbWlseSBHdXk8L2I+DQo8aT5GYW1pbHkgVGllczwvaT4NCkZhcnNjYXBlDQpGYXRoZXIgVGVkDQpGYXdsdHkgVG93ZXJzDQo8aT5GZWxpY2l0eTwvaT4NCkZpcmVmbHkNCkZsYXNoIEZvcndhcmQNCkZvcmV2ZXIgS25pZ2h0DQpGcmFnZ2xlIFJvY2sNCjxiPkZyYXNpZXI8L2I+DQpGcmVha3MgYW5kIEdlZWtzDQpGcmlkYXkgTmlnaHQgTGlnaHRzDQo8Yj5GcmllbmRzPC9iPg0KPGI+RnV0dXJhbWE8L2I+DQo8Yj5HZXQgU21hcnQ8L2I+DQpHaG9zdHdyaXRlcg0KPGI+R2hvc3QgV2hpc3BlcmVyPC9iPg0KPGI+R2lsbGlnYW7igJlzIElzbGFuZDwvYj4NCjxiPkdpbG1vcmUgR2lybHM8L2I+DQpHb21lciBQeWxlLCBVLlMuTS5DLg0KR3JlZWsNCkdyZWVuIFdpbmcNCjxiPkdyZXnigJlzIEFuYXRvbXk8L2I+DQpHcm93aW5nIFBhaW5zDQo8Yj5HdW1teSBCZWFyczwvYj4NCkd1bnNtb2tlDQpIYW5uYWggTW9udGFuYQ0KSGFwcHkgRGF5cw0KSGFyZGNhc3RsZSAmIE1jQ29ybWljaw0KPGk+SGVhZCBvZiB0aGUgQ2xhc3M8L2k+DQo8aT5IZXJvZXM8L2k+DQo8Yj5IaWdobGFuZGVyPC9iPg0KSGlnaGxhbmRlcjogVGhlIFJhdmVuDQpIb2dhbuKAmXMgSGVyb2VzDQpIaWxsc3RyZWV0IEJsdWVzDQpIb21lIEltcHJvdmVtZW50DQpIb21pY2lkZTogTGlmZSBvbiB0aGUgU3RyZWV0DQo8Yj5Ib3VzZTwvYj4NCkh1bnRlcg0KPGI+SSBEcmVhbSBvZiBKZWFubmllPC9iPg0KSSBMb3ZlIEx1Y3kNCkluc3RhbnQgU3Rhcg0KPGI+SW51eWFzaGE8L2I+DQpJbnZhZGVyIFppbQ0KSW52YXNpb24NCkpBRw0KSmFja2Fzcw0KSmVldmVzIGFuZCBXb29zdGVyDQo8aT5KZW08L2k+DQpKZXJpY2hvDQpKb2FuIG9mIEFyY2FkaWENCjxiPkpvZXk8L2I+DQpKb2huIERvZQ0KPGI+SnVzdCBTaG9vdCBNZTwvYj4NCktlZW4gRWRkaWUNCktuaWdodCBSaWRlcg0KTEEgTGF3DQpMYW5kIG9mIHRoZSBMb3N0DQpMYXZlcm5lIGFuZCBTaGlybGV5DQo8Yj5MYXcgJiBPcmRlcjwvYj4NCjxiPkxhdyAmIE9yZGVyOiBTVlU8L2I+DQpMZXh4DQpMaWZlIG9uIE1hcnMNCkxpZmUgV2l0aCBEZXJlaw0KPGk+TGl0dGxlIEhvdXNlIG9uIHRoZSBQcmFpcmllPC9pPg0KTGl6emllIE1jR3VpcmUNCjxiPkxvaXMgYW5kIENsYXJrOiBUaGUgTmV3IEFkdmVudHVyZXMgb2YgU3VwZXJtYW48L2I+DQo8aT5Mb3N0PC9pPioqDQo8Yj5Mb3N0IGluIFNwYWNlPC9iPg0KTG92ZSwgQW1lcmljYW4gU3R5bGUNCk0qQSpTKkgNCjxiPk1hY0d5dmVyPC9iPg0KPGI+TWFnbnVtIFBJPC9iPg0KPGI+TWFsY29sbSBpbiB0aGUgTWlkZGxlPC9iPg0KTWFtYeKAmXMgRmFtaWx5DQpUaGUgTWFuIGZyb20gVS5OLkMuTC5FDQo8Yj5NYXJyaWVkLi4uIFdpdGggQ2hpbGRyZW48L2I+DQo8Yj5NZWxyb3NlIFBsYWNlPC9iPg0KTUk6NQ0KPGI+TWlhbWkgVmljZTwvYj4NCk1pbGxlbm5pdW0NCk1pcmFjbGVzDQpNaXNzaW9uOiBJbXBvc3NpYmxlDQpNb25rDQpNb3JrICYgTWluZHkNCjxpPk11cnBoeSBCcm93bjwvaT4NCk15IExpZmUgYXMgYSBEb2cNCjxiPk15IExpdHRsZSBQb255PC9iPg0KTXkgTmFtZSBpcyBFYXJsDQpNeSBTby1DYWxsZWQgTGlmZQ0KTXkgU3VwZXIgU3dlZXQgMTYNCk15IFRocmVlIFNvbnMNCjxpPk15IFR3byBEYWRzPC9pPg0KTXl0aGJ1c3RlcnMNCjxpPk5ld3MgUmFkaW88L2k+DQpOQ0lTDQo8Yj5OaWdodCBDb3VydDwvYj4NCjxiPk5pcC9UdWNrPC9iPg0KTm9ydGggU2hvcmUNCk51bWIzcnMNCjxiPk5ZUEQgQmx1ZTwvYj4NCjxiPk9uZSBUcmVlIEhpbGw8L2I+Kg0KT3oNClBlcnJ5IE1hc29uDQpQaGlsIG9mIHRoZSBGdXR1cmUNCjxiPlBva2Vtb248L2I+DQo8Yj5Qb3dlciBSYW5nZXJzPC9iPg0KUHJpc29uIEJyZWFrDQpQcm9maWxlcg0KUHJvamVjdCBSdW53YXkNCjxiPlBzeWNoPC9iPg0KUUkNClF1YW50dW0gTGVhcA0KUXVlZXIgQXMgRm9sayAoVVMpDQo8Yj5RdWVlciBhcyBGb2xrIChVSyk8L2I+DQpSZWQgRHdhcmYNClJlR2VuZXNpcw0KUmVsaWMgSHVudGVyDQpSZW1pbmd0b24gU3RlZWxlDQo8aT5Sb2Njb+KAmXMgTW9kZXJuIExpZmU8L2k+DQpSZXNjdWUgTWUNClJvYWQgUnVsZXMNClJvYm90ZWNoDQpST01FDQo8Yj5Sb3NlYW5uZTwvYj4NClJvc3dlbGwNClNhbHV0ZSBZb3VyIFNob3J0cw0KPGk+U2F2ZWQgYnkgdGhlIEJlbGw8L2k+DQpTY2FyZWNyb3cgYW5kIE1ycyBLaW5nDQo8Yj5TY29vYnktRG9vLCBXaGVyZSBBcmUgWW91PzwvYj4NCjxiPlNjcnViczwvYj4NCjxpPlNlaW5mZWxkPC9pPg0KU2V4IGFuZCB0aGUgQ2l0eQ0KU2lsdmVyIFNwb29ucw0KPGI+U2l4IEZlZXQgVW5kZXI8L2I+DQpTa2lucw0KPGk+U2xhbSBEdW5rPC9pPg0KPGI+U2xpZGVyczwvYj4NClNsaW5ncyBhbmQgQXJyb3dzDQo8Yj5TbWFsbHZpbGxlPC9iPg0KU28gV2VpcmQNCjxiPlNvdXRoIFBhcms8L2I+DQpTcGFjZWQNClNwYWNlIDE5OTkNCjxiPlNwb25nZWJvYiBTcXVhcmVwYW50czwvYj4NCjxiPlNwb3J0cyBOaWdodDwvYj4NClN0YXIgVHJlaw0KU3RhciBUcmVrOiBUaGUgTmV4dCBHZW5lcmF0aW9uDQpTdGFyIFRyZWs6IERlZXAgU3BhY2UgTmluZQ0KU3RhciBUcmVrOiBWb3lhZ2VyDQpTdGFyIFRyZWs6IEVudGVycHJpc2UgKE1hbiBJIG1pc3MgdGhpcyBzaG93ISkNClN0YXJnYXRlIEF0bGFudGlzDQo8Yj5TdGFyZ2F0ZSBTRy0xPC9iPg0KU3RhcnNreSBhbmQgSHV0Y2gNClN1cGVybWFuDQo8Yj5TdXBlcm5hdHVyYWw8L2I+DQpTdXJmYWNlDQpTdXJ2aXZvcg0KPGk+VGF4aTwvaT4NCjxpPlRlZW4gVGl0YW5zPC9pPg0KPGI+VGhhdCA3MOKAmXMgU2hvdzwvYj4NClRoYXTigJlzIFNvIFJhdmVuDQpUaGUgNDQwMA0KPGI+VGhlIEFkZGFtcyBGYW1pbHk8L2I+DQpUaGUgQWR2ZW50dXJlcyBvZiBQZXRlIGFuZCBQZXRlDQpUaGUgQW5keSBHcmlmZml0aCBTaG93DQpUaGUgQXBwcmVudGljZQ0KVGhlIEEtVGVhbQ0KVGhlIEF2ZW5nZXJzDQpUaGUgQmV2ZXJseSBIaWxsYmlsbGllcw0KVGhlIEJpb25pYyBXb21hbiAodGhlIG9sZCBvbmUpDQpUaGUgQnJhZHkgQnVuY2gNCjxiPlRoZSBDb3NieSBTaG93PC9iPg0KVGhlIERhaWx5IFNob3cNClRoZSBEYXlzIGFuZCBOaWdodHMgb2YgTW9sbHkgRG9kZA0KVGhlIERlYWQgWm9uZQ0KVGhlIERpY2sgVmFuIER5a2UgU2hvdw0KVGhlIERyZXNkZW4gRmlsZXMNClRoZSBGYW1vdXMgSmV0dCBKYWNrc29uDQo8Yj5UaGUgRmxpbnRzdG9uZXM8L2I+DQo8Yj5UaGUgRnJlc2ggUHJpbmNlIG9mIEJlbC1BaXI8L2I+DQo8aT5UaGUgR29sZGVuIEdpcmxzPC9pPg0KVGhlIEdvb2RpZXMNClRoZSBIb25leW1vb25lcnMNClRoZSBJbnZpc2libGUgTWFuDQpUaGUgSmVmZmVyc29ucw0KPGI+VGhlIEpldHNvbnM8L2I+DQpUaGUgTCBXb3JkDQo8Yj5UaGUgTG92ZSBCb2F0PC9iPg0KVGhlIEx1Y2lsbGUgQmFsbCBTaG93DQpUaGUgTWFyeSBUeWxlciBNb29yZSBTaG93DQpUaGUgTWlnaHR5IEJvb3NoDQpUaGUgTW9ua2Vlcw0KPGI+VGhlIE11bnN0ZXJzPC9iPg0KPGI+VGhlIE11cHBldCBTaG93PC9iPg0KPGk+VGhlIE5hbm55PC9pPg0KVGhlIE8uQy4NClRoZSBPZmZpY2UgKFVLKQ0KVGhlIE9mZmljZSAoVVMpDQpUaGUgUHJldGVuZGVyDQpUaGUgUmVhbCBXb3JsZA0KVGhlIFNlbnRpbmVsDQpUaGUgU2hpZWxkDQo8Yj5UaGUgU2ltcHNvbnM8L2I+DQpUaGUgU2l4IE1pbGxpb24gRG9sbGFyIE1hbg0KVGhlIFNvcHJhbm9zDQpUaGUgU3VpdGUgTGlmZSBvZiBaYWNrIGFuZCBDb2R5DQo8Yj4zcmQgUm9jayBmcm9tIHRoZSBTdW48L2I+DQo8Yj5UaGlyZCBXYXRjaDwvYj4NCjxiPlRocmVl4oCZcyBDb21wYW55PC9iPg0KPGI+VGh1bmRlcmJpcmRzPC9iPg0KVG9wIEdlYXINClRvcmNod29vZA0KPGI+VGhlIFR3aWxpZ2h0IFpvbmU8L2I+DQpUd2luIFBlYWtzDQpUd2l0Y2ggQ2l0eQ0KPGI+VHdvIGFuZCBBIEhhbGYgTWVuPC9iPg0KVUZPDQpVZ2x5IEJldHR5DQpVbmRlciB0aGUgVW1icmVsbGEgVHJlZQ0KVmVyb25pY2EgTWFycw0KVGhlIFZpY2FyIG9mIERpYmxleQ0KVGhlIFdhbHRvbnMNClRoZSBXZXN0IFdpbmcNCldoZXJlIGluIHRoZSBXb3JsZCBpcyBDYXJtZW4gU2FuIERpZWdvPw0KPGI+V2hvc2UgTGluZSBpcyBpdCBBbnl3YXk/IChVUyk8L2I+DQpXaG9zZSBMaW5lIGlzIGl0IEFueXdheT8gKFVLKQ0KPGk+V2lsbCBhbmQgR3JhY2U8L2k+DQo8Yj5XaW5nczwvYj4NCldpc2VndXkNCjxiPldpdGhvdXQgYSBUcmFjZTwvYj4NCldLUlAgaW4gQ2luY2lubmF0aQ0KPGI+VGhlIFdvbmRlciBZZWFyczwvYj4NClRoZSBYLUZpbGVzDQpYZW5hOiBXYXJyaW9yIFByaW5jZXNzDQpZb3UgQ2FuJ3QgRG8gVGhhdCBvbiBUZWxldmlzaW9uDQo8L2xqLWN1dD4="
"eventtime","2007-10-15 15:43:00"
"current_moodid","75"
"url","http://melai-natar.livejournal.com/50204.html"
"userid","9849"
"itemid","195"
"event","<br>
<br>
<center>
<img src=""http://www.qaimlyn.com/padfootmk/saito.jpg"" border=""1""><br>
<a href=""http://www.geocities.com/padfootmk/rkquiz.html"" target=""_blank""><font size=""-2"">Which Rurouni Kenshin Character Are You?</a><p>Test Created By <lj user=""oronoda""></font></center>"
"eventtime","2007-10-11 07:19:00"
"current_moodid","5"
"url","http://melai-natar.livejournal.com/50154.html"
"userid","9849"
"itemid","194"
"event","<div style=""width:452; background-color:rgb(216,233,237); text-align:center;"">
	<div style=""background:rgb(129,172,201); height:4px;"">
		<img src=""http://www.quizilla.com/images/blue_drk_corner1.gif"" style=""float: left"" height=""4"" hspace=""0"" />
		<img src=""http://www.quizilla.com/images/blue_drk_corner2.gif"" style=""float: right"" height=""4"" hspace=""0"" />
	</div>
	<div style=""background:rgb(129,172,201); padding: 0pt 0pt 5px;"">
		<span style=""font-size:12px; color:rgb(255,255,255); padding:3px; font-family:Arial;""><strong>Which Yaoi Series Are You?</strong></span>
	</div>
	<div style=""padding:5px; text-align:left; font-size:12px; font-family:Arial; background-color:rgb(216,233,237);"">

<center><img src=""http://images.quizilla.com/W/wolfsbane12/1127099549_loveless.jpg""><br/>Your series is Loveless, the tale of a boy named Ritsuka trying to find out the truth behind his older brother's murder.  He is entirely alone until a young man named Soubi appears and says he knew his brother, and, whatmore, Ritsuka will now be taking his brother's place as Soubi's fighting partner.  This series is overload on the angst, with the question of ""who am I?"" brought up at every possible opportunity, and Soubi's relationship with Ritsuka is practically servant-master, leading to abuse and thus more angst.  Unfinished though the series is, its nonstop creativity is addictive - from the battles to how children have cat ears and tails that they loose when they become an adult (physically, if you know what I mean *wink wink*), there's always something new and unique.  This is the series for fans of fun, reflective, philosophizing angst.<br/>Take this <a target=""quizilla"" style=""color:rgb(0,0,0)"" href=""http://quizilla.com/redirect.php?statsid=17&url=http://www.quizilla.com/users/wolfsbane12/quizzes/Which+Yaoi+Series+Are+You%3F"">quiz</a>!<br/>

<br/><a href=""http://www.quizilla.com/redirect.php?statsid=18&url=http://www.quizilla.com/"" target=""quizilla"">
<img border=""0"" src=""http://www.quizilla.com/images/codepastes/30qzlogo.gif"" style=""padding:2px;"" /></a>

<span style=""font-family:Arial;font-size:12;"">

<a style=""color:rgb(0,0,0);"" target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=18&url=http://www.quizilla.com"">Quizilla</a> | 
<a style=""color:rgb(0,0,0);""  target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=21&url=http://www.quizilla.com/register"">Join</a> 

| <a style=""color:rgb(0,0,0);"" target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=20&url=http://www.quizilla.com/makeaquiz.php"">Make A Quiz</a> | <a target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=42&url=http://www.quizilla.com/users/wolfsbane12/quizzes/"">More Quizzes</a> | <a style=""color:rgb(0,0,0);"" target=""quizilla"" href=""http://www.quizilla.com/redirect.php?statsid=19&url=http://www.quizilla.com/codepastes/?quizid=2084711"">Grab Code</a></span>
</div></div>"
"eventtime","2007-10-10 08:04:00"
"current_moodid","125"
"url","http://melai-natar.livejournal.com/49738.html"
"userid","9849"
"itemid","193"
"event","PGNlbnRlcj48YSBocmVmPSJodHRwOi8vd3d3LmZhY2Vib29rLmNvbS9wL0p1bHlfdmFsb3MvODY4Mzk1MTMyIiB0aXRsZT0iSnVseSDDgXZhbG9zJ3MgRmFjZWJvb2sgcHJvZmlsZSIgdGFyZ2V0PV9UT1A+PGltZyBzcmM9Imh0dHA6Ly9iYWRnZS5mYWNlYm9vay5jb20vYmFkZ2UvODY4Mzk1MTMyLjExODkuNzg3NzIwODcyLnBuZyIgYm9yZGVyPTAgYWx0PSJKdWx5IMOBdmFsb3MncyBGYWNlYm9vayBwcm9maWxlIj48L2E+PC9jZW50ZXI+"
"eventtime","2007-10-09 02:55:00"
"current_moodid","49"
"url","http://melai-natar.livejournal.com/49606.html"
"userid","9849"
"itemid","192"
"event","Pics from my family's celebration of Chile's Independence Holiday. Pics have no descriptions, as I am too lazy to write them... -.-

<lj-cut text=""Show me the pics!"">
<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0380.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0381.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0382.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0383.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0384.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0385.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0386.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0389.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0390.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0391.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0392.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0393.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0394.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0395.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0396.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0397.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0398.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0400.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0401.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0403.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0404.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0405.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0407.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0409.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0410.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0411.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0412.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0416.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0418.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0419.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0420.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0421.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0422.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0423.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0424.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0426.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0427.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0428.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0430.jpg"">

<img src=""http://i228.photobucket.com/albums/ee149/mercurychan/PICT0431.jpg"">
</lj-cut>"
"eventtime","2007-09-20 23:32:00"
"current_moodid","68"
"url","http://melai-natar.livejournal.com/49204.html"
"userid","9849"
"itemid","191"
"event","PGI+PGgxPkZFTElaIENVTVBMRUHDkU9TLCBSQU5OWSBCVU5OWSEhPC9oMT4NCg0KPGgzPlRlIHF1aWVybyBtdWNobyEgXl4gKmxhIGFwcmllZWVlZWVlZWVlZWVlZWVlZWVldGEqPC9oMz48L2I+"
"eventtime","2007-09-18 21:47:00"
"current_moodid","59"
"url","http://melai-natar.livejournal.com/48940.html"
"userid","9849"
"itemid","190"
"event","Bon Voyage is a great Expansion Pack! I can't stop playing it! ^^"
"eventtime","2007-09-06 23:08:00"
"current_moodid","59"
"url","http://melai-natar.livejournal.com/48732.html"
"userid","9849"
"itemid","189"
"event","<h1>I HAVE PEPS!! PEPS!!!</h1>

<center><a target=""_blank"" href=""http://www.simfantastic2.com/bvpreview.htm""><img src=""http://www.simfantastic2.com/bvpretop-02.jpg""></a></center>

<font size=""1"">PEPS: Pre-Expansion Pack Syndrome.</font>





<font size=""2"">Btw, if any of you were wondering about me, I've been okay... I'm not doing anything right now -not studying, not working- and I had a little depression because of that... but I am all right now!</font>"
"eventtime","2007-09-01 23:49:00"
"current_moodid","66"
"url","http://melai-natar.livejournal.com/48495.html"
"userid","9849"
"itemid","188"
